Name,Type,Location,Conference,Division,URL
Roberts Wesleyan University,Private,"Rochester, New York",East Coast Conference,NCAA D2,https://www.roberts.edu/
Rockhurst University,Private,"Kansas City, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.rockhurst.edu/
Rogers State University,Public,"Claremore, Oklahoma",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.rsu.edu/
Rollins College,Private,"Winter Park, Florida",Sunshine State Conference,NCAA D2,https://www.rollins.edu/college-of-liberal-arts/
Roosevelt University,Private,"Chicago, Illinois",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.roosevelt.edu/
Saginaw Valley State University,Public,"University Center, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.svsu.edu/go/
Saint Anselm College,Private,"Manchester, New Hampshire",Northeast-10 Conference,NCAA D2,https://www.anselm.edu/
Saint Augustine's University,Private,"Raleigh, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,https://www.st-aug.edu/
Saint Leo University,Private,"Saint Leo, Florida",Sunshine State Conference,NCAA D2,https://www.saintleo.edu/
Saint Martin's University,Private,"Lacey, Washington",Great Northwest Athletic Conference,NCAA D2,https://www.stmartin.edu/
Saint Michael's College,Private,"Colchester, Vermont",Northeast-10 Conference,NCAA D2,https://www.smcvt.edu
Salem University,Private,"Salem, West Virginia",Independent,NCAA D2,https://www.salemu.edu/
San Francisco State University,Public,"San Francisco, California",California Collegiate Athletic Association,NCAA D2,https://www.sfsu.edu/
Savannah State University,Public,"Savannah, Georgia",Southern Intercol. Ath. Conf.,NCAA D2,https://savannahstate.edu/
Seattle Pacific University,Private,"Seattle, Washington",Great Northwest Athletic Conference,NCAA D2,https://spu.edu/
Seton Hill University,Private,"Greensburg, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.setonhill.edu/
Shaw University,Private,"Raleigh, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,https://www.shawu.edu/
Shepherd University,Public,"Shepherdstown, West Virginia",Pennsylvania State Athletic Conference,NCAA D2,https://www.shepherd.edu/
Shippensburg University of Pennsylvania,Public,"Shippensburg, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.ship.edu/
Shorter University,Private,"Rome, Georgia",Conference Carolinas,NCAA D2,https://www.shorter.edu/
Simon Fraser University,Public,"Burnaby, British Columbia",Great Northwest Athletic Conference,NCAA D2,https://www.sfu.ca/
Slippery Rock University,Public,"Slippery Rock, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.sru.edu/
Sonoma State University,Public,"Rohnert Park, California",California Collegiate Athletic Association,NCAA D2,https://www.sonoma.edu/
South Dakota Mines,Public,"Rapid City, South Dakota",Rocky Mountain Athletic Conference,NCAA D2,https://www.sdsmt.edu/index.html
Southeastern Oklahoma State University,Public,"Durant, Oklahoma",Great American Conference,NCAA D2,https://www.se.edu/
Southern Arkansas University,Public,"Magnolia, Arkansas",Great American Conference,NCAA D2,https://web.saumag.edu/
Southern Connecticut State University,Public,"New Haven, Connecticut",Northeast-10 Conference,NCAA D2,https://www.southernct.edu/
Southern Nazarene University,Private,"Bethany, Oklahoma",Great American Conference,NCAA D2,https://www.snu.edu/
Southern New Hampshire University,Private,"Manchester, New Hampshire",Northeast-10 Conference,NCAA D2,https://www.snhu.edu/
Southern Wesleyan University,Private,"Central, South Carolina",Conference Carolinas,NCAA D2,https://www.swu.edu/
Southwest Baptist University,Private,"Bolivar, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.sbuniv.edu
Southwest Minnesota State University,Public,"Marshall, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.smsu.edu/
Southwestern Oklahoma State University,Public,"Weatherford, Oklahoma",Great American Conference,NCAA D2,https://www.swosu.edu/
Spring Hill College,Private,"Mobile, Alabama",Southern Intercol. Ath. Conf.,NCAA D2,https://www.shc.edu/
St. Cloud State University,Public,"Saint Cloud, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.stcloudstate.edu/
St. Edward's University,Private,"Austin, Texas",Lone Star Conference,NCAA D2,https://www.stedwards.edu/
St. Mary's University – Texas,Private,"San Antonio, Texas",Lone Star Conference,NCAA D2,https://www.stmarytx.edu/
St. Thomas Aquinas College,Private,"Sparkill, New York",East Coast Conference,NCAA D2,https://stac.edu/
Stonehill College,Private,"Easton, Massachusetts",Northeast Conference,NCAA D2,https://www.stonehill.edu/
Sul Ross State University,Public,"Alpine, Texas",Lone Star Conference,NCAA D2,https://www.sulross.edu/
Texas A&M International University,Public,"Laredo, Texas",Lone Star Conference,NCAA D2,https://www.tamiu.edu/
Texas A&M University – Commerce,Public,"Commerce, Texas",Southland Conference,NCAA D2,https://www.tamuc.edu/
Texas A&M University – Kingsville,Public,"Kingsville, Texas",Lone Star Conference,NCAA D2,https://www.tamuk.edu/
Texas Woman's University,Public,"Denton, Texas",Lone Star Conference,NCAA D2,https://twu.edu/
The College of Saint Rose,Private,"Albany, New York",Northeast-10 Conference,NCAA D2,https://www.strose.edu/
The University of Virginia's College at Wise,Public,"Wise, Virginia",South Atlantic Conference,NCAA D2,https://www.uvawise.edu/
Thomas Jefferson University,Private,"Philadelphia, Pennsylvania",Central Atlantic Collegiate Conference,NCAA D2,https://www.jefferson.edu/
Thomas More University,Private,"Crestview Hills, Kentucky",Great Midwest Athletic Conference,NCAA D2,https://www.thomasmore.edu/
Tiffin University,Private,"Tiffin, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.tiffin.edu
Trevecca Nazarene University,Private,"Nashville, Tennessee",Gulf South Conference,NCAA D2,https://www.trevecca.edu/
Truman State University,Public,"Kirksville, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.truman.edu
Tusculum University,Private,"Greeneville, Tennessee",South Atlantic Conference,NCAA D2,https://site.tusculum.edu/
Tuskegee University,Private,"Tuskegee, Alabama",Southern Intercol. Ath. Conf.,NCAA D2,https://www.tuskegee.edu/
Union University,Private,"Jackson, Tennessee",Gulf South Conference,NCAA D2,https://www.uu.edu
University of Alabama – Huntsville,Public,"Huntsville, Alabama",Gulf South Conference,NCAA D2,https://www.uah.edu/
University of Alaska – Anchorage,Public,"Anchorage, Alaska",Great Northwest Athletic Conference,NCAA D2,https://www.uaa.alaska.edu/
University of Alaska – Fairbanks,Public,"Fairbanks, Alaska",Great Northwest Athletic Conference,NCAA D2,https://www.uaf.edu/uaf/
University of Arkansas – Fort Smith,Public,"Fort Smith, Arkansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://uafs.edu/
University of Arkansas at Monticello,Public,"Monticello, Arkansas",Great American Conference,NCAA D2,https://www.uamont.edu/
University of Bridgeport,Private,"Bridgeport, Connecticut",Central Atlantic Collegiate Conference,NCAA D2,https://www.bridgeport.edu/
University of California – Merced,Public,"Merced, California",California Collegiate Athletic Association,NCAA D2,https://www.ucmerced.edu/
University of Central Missouri,Public,"Warrensburg, Missouri",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.ucmo.edu/
University of Central Oklahoma,Public,"Edmond, Oklahoma",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.uco.edu/
University of Charleston,Private,"Charleston, West Virginia",Mountain East Conference,NCAA D2,https://www.ucwv.edu/
University of Colorado – Colorado Springs,Public,"Colorado Springs, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.uccs.edu/
University of Findlay,Private,"Findlay, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.findlay.edu/
University of Hawaii at Hilo,Public,"Hilo, Hawaii",Pacific West Conference,NCAA D2,https://hilo.hawaii.edu/
University of Illinois at Springfield,Public,"Springfield, Illinois",Great Lakes Valley Conference,NCAA D2,https://www.uis.edu/
University of Indianapolis,Private,"Indianapolis, Indiana",Great Lakes Valley Conference,NCAA D2,https://uindy.edu/
University of Jamestown,Private,"Jamestown, North Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.uj.edu/
University of Mary,Private,"Bismarck, North Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.umary.edu/
University of Minnesota – Crookston,Public,"Crookston, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://crk.umn.edu/
University of Minnesota – Duluth,Public,"Duluth, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.d.umn.edu/
University of Missouri – St. Louis,Public,"Saint Louis, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.umsl.edu/
University of Montevallo,Public,"Montevallo, Alabama",Gulf South Conference,NCAA D2,https://www.montevallo.edu/
University of Mount Olive,Private,"Mount Olive, North Carolina",Conference Carolinas,NCAA D2,https://umo.edu/
University of Nebraska at Kearney,Public,"Kearney, Nebraska",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.unk.edu/
University of New Haven,Private,"West Haven, Connecticut",Northeast-10 Conference,NCAA D2,https://www.newhaven.edu/index.php
University of North Carolina at Pembroke,Public,"Pembroke, North Carolina",Conference Carolinas,NCAA D2,https://www.uncp.edu/
University of North Georgia,Public,"Dahlonega, Georgia",Peach Belt Conference,NCAA D2,https://ung.edu/
University of Pittsburgh – Johnstown,Public,"Johnstown, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.johnstown.pitt.edu/
"University of Puerto Rico, Bayamon",Public,"Bayamón, Puerto Rico",Independent,NCAA D2,https://www.uprb.edu/
"University of Puerto Rico, Mayaguez",Public,"Mayaguez, Puerto Rico",Independent,NCAA D2,https://www.uprm.edu/portada/
"University of Puerto Rico, Rio Piedras",Public,"Rio Piedras, Puerto Rico",Independent,NCAA D2,https://www.uprrp.edu/english/
University of Sioux Falls,Private,"Sioux Falls, South Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.usiouxfalls.edu/
University of South Carolina – Beaufort,Public,"Bluffton, South Carolina",Peach Belt Conference,NCAA D2,https://www.uscb.edu/
University of South Carolina Aiken,Public,"Aiken, South Carolina",Peach Belt Conference,NCAA D2,https://www.usca.edu
University of Southern Indiana,Public,"Evansville, Indiana",Ohio Valley Conference,NCAA D2,https://www.usi.edu/
University of Tampa,Private,"Tampa, Florida",Sunshine State Conference,NCAA D2,https://www.ut.edu/
University of Texas – Permian Basin,Public,"Odessa, Texas",Lone Star Conference,NCAA D2,https://www.utpb.edu/
University of Texas – Tyler,Public,"Tyler, Texas",Lone Star Conference,NCAA D2,https://www.uttyler.edu/
University of Texas at Dallas,Public,"Richardson, Texas",Lone Star Conference,NCAA D2,https://www.utdallas.edu/
University of the District of Columbia,Public,"Washington, District Of Columbia",East Coast Conference,NCAA D2,https://www.udc.edu/
University of West Alabama,Public,"Livingston, Alabama",Gulf South Conference,NCAA D2,https://www.uwa.edu/
University of West Florida,Public,"Pensacola, Florida",Gulf South Conference,NCAA D2,https://uwf.edu/
University of West Georgia,Public,"Carrollton, Georgia",Atlantic Sun Conference,NCAA D2,https://www.westga.edu/
University of Wisconsin – Parkside,Public,"Kenosha, Wisconsin",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.uwp.edu/
Upper Iowa University,Private,"Fayette, Iowa",Great Lakes Valley Conference,NCAA D2,https://uiu.edu/
Ursuline College,Private,"Pepper Pike, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.ursuline.edu/
Valdosta State University,Public,"Valdosta, Georgia",Gulf South Conference,NCAA D2,https://www.valdosta.edu/
Vanguard University,Public,"Costa Mesa, California",Pacific West Conference,NCAA D2,https://www.vanguard.edu/
Virginia State University,Public,"Petersburg, Virginia",Central Intercollegiate Athletic Association,NCAA D2,https://www.vsu.edu/
Virginia Union University,Private,"Richmond, Virginia",Central Intercollegiate Athletic Association,NCAA D2,https://www.vuu.edu/
Walsh University,Private,"North Canton, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.walsh.edu/
Washburn University,Public,"Topeka, Kansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.washburn.edu/index.html
Wayne State College,Public,"Wayne, Nebraska",Northern Sun Intercollegiate Conference,NCAA D2,https://www.wsc.edu/
Wayne State University,Public,"Detroit, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://wayne.edu/
West Chester University of Pennsylvania,Public,"West Chester, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.wcupa.edu/
West Liberty University,Public,"West Liberty, West Virginia",Mountain East Conference,NCAA D2,https://westliberty.edu/
West Texas A&M University,Public,"Canyon, Texas",Lone Star Conference,NCAA D2,https://www.wtamu.edu/
West Virginia State University,Public,"Institute, West Virginia",Mountain East Conference,NCAA D2,https://wvstateu.edu/
West Virginia Wesleyan College,Private,"Buckhannon, West Virginia",Mountain East Conference,NCAA D2,https://www.wvwc.edu/
Western Colorado University,Public,"Gunnison, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://western.edu/
Western New Mexico University,Public,"Silver City, New Mexico",Lone Star Conference,NCAA D2,https://wnmu.edu/
Western Oregon University,Public,"Monmouth, Oregon",Great Northwest Athletic Conference,NCAA D2,https://wou.edu/
Western Washington University,Public,"Bellingham, Washington",Great Northwest Athletic Conference,NCAA D2,https://admissions.wwu.edu
Westminster College – Utah,Private,"Salt Lake City, Utah",Rocky Mountain Athletic Conference,NCAA D2,https://westminsteru.edu/
Westmont College,Private,"Santa Barbara, California",Pacific West Conference,NCAA D2,https://www.westmont.edu/
Wheeling University,Private,"Wheeling, West Virginia",Mountain East Conference,NCAA D2,https://wheeling.edu/
William Jewell College,Private,"Liberty, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.jewell.edu
Wilmington University,Private,"New Castle, Delaware",Central Atlantic Collegiate Conference,NCAA D2,https://www.wilmu.edu/
Wingate University,Private,"Wingate, North Carolina",South Atlantic Conference,NCAA D2,https://www.wingate.edu/
Winona State University,Public,"Winona, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.winona.edu/
Winston-Salem State University,Public,"Winston Salem, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,http://www.wssu.edu/
Young Harris College,Private,"Young Harris, Georgia",Conference Carolinas,NCAA D2,https://www.yhc.edu/
Adrian College,Private,"Adrian, Michigan",Michigan Intercol. Ath. Assn.,NCAA D3,https://www.adrian.edu/
Agnes Scott College,Private,"Decatur, Georgia",Collegiate Conference of the South,NCAA D3,https://www.agnesscott.edu/
Albertus Magnus College,Private,"New Haven, Connecticut",Great Northeast Athletic Conference,NCAA D3,https://www.albertus.edu/
Albion College,Private,"Albion, Michigan",Michigan Intercol. Ath. Assn.,NCAA D3,https://www.albion.edu/
Albright College,Private,"Reading, Pennsylvania",Middle Atlantic Conferences,NCAA D3,https://www.albright.edu/home/
Alfred State College,Public,"Alfred, New York",Allegheny Mountain Collegiate Conference,NCAA D3,https://www.alfredstate.edu/
Alfred University,Private,"Alfred, New York",Empire 8,NCAA D3,https://www.alfred.edu/
Allegheny College,Private,"Meadville, Pennsylvania",Presidents' Athletic Conference,NCAA D3,https://allegheny.edu/
Alma College,Private,"Alma, Michigan",Michigan Intercol. Ath. Assn.,NCAA D3,https://www.alma.edu/
Alvernia University,Private,"Reading, Pennsylvania",Middle Atlantic Conferences,NCAA D3,https://www.alvernia.edu/
Alverno College,Private,"Milwaukee, Wisconsin",Northern Athletics Collegiate Conference,NCAA D3,https://www.alverno.edu/
Amherst College,Private,"Amherst, Massachusetts",New England Small College Athletic Conference,NCAA D3,https://www.amherst.edu/
Anderson University – Indiana,Private,"Anderson, Indiana",Heartland Collegiate Athletic Conference,NCAA D3,https://anderson.edu/
Anna Maria College,Private,"Paxton, Massachusetts",Great Northeast Athletic Conference,NCAA D3,https://annamaria.edu/
Arcadia University,Private,"Glenside, Pennsylvania",Middle Atlantic Conferences,NCAA D3,https://www.arcadia.edu/
Asbury University,Private,"Wilmore, Kentucky",Division 3 Independents,NCAA D3,https://www.asbury.edu/
Augsburg University,Private,"Minneapolis, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://www.augsburg.edu/
Augustana College – Illinois,Private,"Rock Island, Illinois",College Conference of Illinois & Wisconsin,NCAA D3,https://www.augustana.edu/
Aurora University,Private,"Aurora, Illinois",Northern Athletics Collegiate Conference,NCAA D3,https://aurora.edu/
Austin College,Private,"Sherman, Texas",Southern Collegiate Athletic Conference,NCAA D3,https://www.austincollege.edu/
Averett University,Private,"Danville, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.averett.edu/
Babson College,Private,"Wellesley, Massachusetts",New England Women's and Men's Athletic Conference,NCAA D3,https://www.babson.edu/
Baldwin Wallace University,Private,"Berea, Ohio",Ohio Athletic Conference,NCAA D3,https://www.bw.edu
Bard College,Private,"Annandale On Hudson, New York",Liberty League,NCAA D3,https://www.bard.edu/
Bates College,Private,"Lewiston, Maine",New England Small College Athletic Conference,NCAA D3,https://www.bates.edu/
Belhaven University,Private,"Jackson, Mississippi",Collegiate Conference of the South,NCAA D3,https://www.belhaven.edu/
Beloit College,Private,"Beloit, Wisconsin",Midwest Conference,NCAA D3,https://www.beloit.edu/
Benedictine University,Private,"Lisle, Illinois",Northern Athletics Collegiate Conference,NCAA D3,https://ben.edu/
Berea College,Private,"Berea, Kentucky",Heartland Collegiate Athletic Conference,NCAA D3,https://www.berea.edu/
Berry College,Private,"Mount Berry, Georgia",Southern Athletic Association,NCAA D3,https://berry.edu
Bethany College – West Virginia,Private,"Bethany, West Virginia",Presidents' Athletic Conference,NCAA D3,https://www.bethanywv.edu/
Bethany Lutheran College,Private,"Mankato, Minnesota",Upper Midwest Athletic Conference,NCAA D3,https://blc.edu/
Bethel University – Minnesota,Private,"Saint Paul, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://www.bethel.edu/
Blackburn College,Private,"Carlinville, Illinois",St. Louis Intercollegiate Athletic Conference,NCAA D3,https://blackburn.edu/
Bluffton University,Private,"Bluffton, Ohio",Heartland Collegiate Athletic Conference,NCAA D3,https://www.bluffton.edu/
Bowdoin College,Private,"Brunswick, Maine",New England Small College Athletic Conference,NCAA D3,https://www.bowdoin.edu/
Brandeis University,Private,"Waltham, Massachusetts",University Athletic Association,NCAA D3,https://www.brandeis.edu/
Brevard College,Private,"Brevard, North Carolina",USA South Athletic Conference,NCAA D3,https://brevard.edu/
Bridgewater College,Private,"Bridgewater, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.bridgewater.edu/
Bridgewater State University,Public,"Bridgewater, Massachusetts",Massachusetts State Collegiate Athletic Conference,NCAA D3,https://www.bridgew.edu/admissions/undergraduate
Bryn Athyn College,Private,"Bryn Athyn, Pennsylvania",United East Conference,NCAA D3,https://www.brynathyn.edu/
Bryn Mawr College,Private,"Bryn Mawr, Pennsylvania",Centennial Conference,NCAA D3,https://www.brynmawr.edu/
Buena Vista University,Private,"Storm Lake, Iowa",American Rivers Conference,NCAA D3,https://www.bvu.edu/
Buffalo State College,Public,"Buffalo, New York",State University of New York Athletic Conference,NCAA D3,https://suny.buffalostate.edu/
Cairn University,Private,"Langhorne, Pennsylvania",United East Conference,NCAA D3,https://cairn.edu/
California Institute of Technology,Private,"Pasadena, California",Southern California Intercollegiate Athletic Conf.,NCAA D3,https://www.caltech.edu/
California Lutheran University,Private,"Thousand Oaks, California",Southern California Intercollegiate Athletic Conf.,NCAA D3,https://www.callutheran.edu/
Calvin University,Private,"Grand Rapids, Michigan",Michigan Intercol. Ath. Assn.,NCAA D3,https://calvin.edu
Capital University,Private,"Columbus, Ohio",Ohio Athletic Conference,NCAA D3,https://www.capital.edu/
Carleton College,Private,"Northfield, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://www.carleton.edu/
Carlow University,Public,"Pittsburgh, Pennsylvania",Allegheny Mountain Collegiate Conference,NCAA D3,https://www.carlow.edu/
Carnegie Mellon University,Private,"Pittsburgh, Pennsylvania",University Athletic Association,NCAA D3,https://www.cmu.edu/
Carroll University,Private,"Waukesha, Wisconsin",College Conference of Illinois & Wisconsin,NCAA D3,https://www.carrollu.edu/
Carthage College,Private,"Kenosha, Wisconsin",College Conference of Illinois & Wisconsin,NCAA D3,https://www.carthage.edu/
Case Western Reserve University,Private,"Cleveland, Ohio",University Athletic Association,NCAA D3,https://case.edu
Catholic University,Private,"Washington, District Of Columbia",Landmark Conference,NCAA D3,https://www.catholic.edu/
Cedar Crest College,Private,"Allentown, Pennsylvania",United East Conference,NCAA D3,https://www.cedarcrest.edu/
Centenary College of Louisiana,Private,"Shreveport, Louisiana",Southern Collegiate Athletic Conference,NCAA D3,https://www.centenary.edu/
Centenary University – New Jersey,Private,"Hackettstown, New Jersey",Atlantic East Conference,NCAA D3,https://www.centenaryuniversity.edu/
Central College,Private,"Pella, Iowa",American Rivers Conference,NCAA D3,https://central.edu
Centre College,Private,"Danville, Kentucky",Southern Athletic Association,NCAA D3,https://www.centre.edu/
Chapman University,Private,"Orange, California",Southern California Intercollegiate Athletic Conf.,NCAA D3,https://www.chapman.edu/
Chatham University,Private,"Pittsburgh, Pennsylvania",Presidents' Athletic Conference,NCAA D3,https://www.chatham.edu/
Christopher Newport University,Public,"Newport News, Virginia",Coast-To-Coast Athletic Conference,NCAA D3,https://cnu.edu/
Claremont-Mudd-Scripps Colleges,Private,"Claremont, California",Southern California Intercollegiate Athletic Conf.,NCAA D3,https://www.cmc.edu/
Clark University,Private,"Worcester, Massachusetts",New England Women's and Men's Athletic Conference,NCAA D3,https://www.clarku.edu/
Clarkson University,Private,"Potsdam, New York",Liberty League,NCAA D3,https://www.clarkson.edu/
Coe College,Private,"Cedar Rapids, Iowa",American Rivers Conference,NCAA D3,https://www.coe.edu/
Colby College,Private,"Waterville, Maine",New England Small College Athletic Conference,NCAA D3,https://www.colby.edu/
Colby-Sawyer College,Private,"New London, New Hampshire",Great Northeast Athletic Conference,NCAA D3,https://www.colby-sawyer.edu/
College of Saint Benedict,Private,"Saint Joseph, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://www.csbsju.edu
College of Wooster,Private,"Wooster, Ohio",North Coast Athletic Conference,NCAA D3,https://wooster.edu/
Colorado College,Private,"Colorado Springs, Colorado",Southern Collegiate Athletic Conference,NCAA D3,https://www.coloradocollege.edu/
Concordia College – Minnesota,Private,"Moorhead, Minnesota",Minnesota Intercollegiate Athletic Conference,NCAA D3,https://www.concordiacollege.edu/
Concordia University – Chicago,Private,"River Forest, Illinois",Northern Athletics Collegiate Conference,NCAA D3,https://www.cuchicago.edu/
Concordia University – Texas,Private,"Austin, Texas",Southern Collegiate Athletic Conference,NCAA D3,https://www.concordia.edu/
Concordia University Wisconsin,Private,"Mequon, Wisconsin",Northern Athletics Collegiate Conference,NCAA D3,https://www.cuw.edu/
Connecticut College,Private,"New London, Connecticut",New England Small College Athletic Conference,NCAA D3,https://www.conncoll.edu/
Cornell College,Private,"Mount Vernon, Iowa",Midwest Conference,NCAA D3,https://www.cornellcollege.edu/
Covenant College,Private,"Lookout Mountain, Georgia",Collegiate Conference of the South,NCAA D3,https://www.covenant.edu
Crown College,Private,"Saint Bonifacius, Minnesota",Upper Midwest Athletic Conference,NCAA D3,https://www.crown.edu
Curry College,Private,"Milton, Massachusetts",Conference of New England,NCAA D3,https://www.curry.edu/
Dean College,Private,"Franklin, Massachusetts",Great Northeast Athletic Conference,NCAA D3,https://www.dean.edu/
Delaware Valley University,Private,"Doylestown, Pennsylvania",Middle Atlantic Conferences,NCAA D3,https://delval.edu/
Denison University,Private,"Granville, Ohio",North Coast Athletic Conference,NCAA D3,https://denison.edu/
DePauw University,Private,"Greencastle, Indiana",North Coast Athletic Conference,NCAA D3,https://www.depauw.edu/
DeSales University,Private,"Center Valley, Pennsylvania",Middle Atlantic Conferences,NCAA D3,https://www.desales.edu/
Dickinson College,Private,"Carlisle, Pennsylvania",Centennial Conference,NCAA D3,https://www.dickinson.edu/
Dominican University – Illinois,Private,"River Forest, Illinois",Northern Athletics Collegiate Conference,NCAA D3,https://www.dom.edu/
Drew University,Private,"Madison, New Jersey",Landmark Conference,NCAA D3,https://drew.edu/
Earlham College,Private,"Richmond, Indiana",Heartland Collegiate Athletic Conference,NCAA D3,https://earlham.edu/
East Texas Baptist University,Private,"Marshall, Texas",American Southwest Conference,NCAA D3,https://www.etbu.edu/
Eastern Connecticut State University,Public,"Willimantic, Connecticut",Little East Conference,NCAA D3,https://www.easternct.edu/
Eastern Mennonite University,Private,"Harrisonburg, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://emu.edu
Eastern Nazarene College,Private,"Quincy, Massachusetts",North Atlantic Conference,NCAA D3,https://enc.edu/
Eastern University,Private,"Saint Davids, Pennsylvania",Middle Atlantic Conferences,NCAA D3,https://www.eastern.edu
Edgewood College,Private,"Madison, Wisconsin",Northern Athletics Collegiate Conference,NCAA D3,https://www.edgewood.edu
Elizabethtown College,Private,"Elizabethtown, Pennsylvania",Landmark Conference,NCAA D3,https://www.etown.edu/
Elmhurst University,Private,"Elmhurst, Illinois",College Conference of Illinois & Wisconsin,NCAA D3,https://www.elmhurst.edu/
Elmira College,Private,"Elmira, New York",Empire 8,NCAA D3,https://www.elmira.edu/
Elms College,Private,"Chicopee, Massachusetts",Great Northeast Athletic Conference,NCAA D3,https://www.elms.edu/
Emerson College,Private,"Boston, Massachusetts",New England Women's and Men's Athletic Conference,NCAA D3,https://emerson.edu/
Emmanuel College – Massachusetts,Private,"Boston, Massachusetts",Great Northeast Athletic Conference,NCAA D3,https://www.emmanuel.edu/
Emory University,Private,"Atlanta, Georgia",University Athletic Association,NCAA D3,https://www.emory.edu/home/index.html
Endicott College,Private,"Beverly, Massachusetts",Conference of New England,NCAA D3,https://www.endicott.edu/
Eureka College,Private,"Eureka, Illinois",St. Louis Intercollegiate Athletic Conference,NCAA D3,https://www.eureka.edu/
Fairleigh Dickinson University – Florham,Private,"Madison, New Jersey",Middle Atlantic Conferences,NCAA D3,https://www.fdu.edu/
Farmingdale State College,Public,"Farmingdale, New York",Skyline Conference,NCAA D3,https://www.farmingdale.edu/
Ferrum College,Private,"Ferrum, Virginia",Old Dominion Athletic Conf.,NCAA D3,https://www.ferrum.edu/
Fitchburg State University,Public,"Fitchburg, Massachusetts",Massachusetts State Collegiate Athletic Conference,NCAA D3,https://www.fitchburgstate.edu/
Fontbonne University,Private,"Clayton, Missouri",St. Louis Intercollegiate Athletic Conference,NCAA D3,https://www.fontbonne.edu/
Framingham State University,Public,"Framingham, Massachusetts",Massachusetts State Collegiate Athletic Conference,NCAA D3,https://www.framingham.edu/
Franciscan University of Steubenville,Private,"Steubenville, Ohio",Presidents' Athletic Conference,NCAA D3,https://franciscan.edu/
Franklin & Marshall College,Private,"Lancaster, Pennsylvania",Centennial Conference,NCAA D3,https://www.fandm.edu/
Franklin College,Private,"Franklin, Indiana",Heartland Collegiate Athletic Conference,NCAA D3,https://franklincollege.edu/
Gallaudet University,Private,"Washington, District Of Columbia",United East Conference,NCAA D3,https://gallaudet.edu/
Geneva College,Private,"Beaver Falls, Pennsylvania",Presidents' Athletic Conference,NCAA D3,https://www.geneva.edu/
George Fox University,Private,"Newberg, Oregon",Northwest Conference,NCAA D3,https://www.georgefox.edu/
Gettysburg College,Private,"Gettysburg, Pennsylvania",Centennial Conference,NCAA D3,https://www.gettysburg.edu/
Gordon College,Private,"Wenham, Massachusetts",Conference of New England,NCAA D3,https://www.gordon.edu
Goucher College,Private,"Baltimore, Maryland",Landmark Conference,NCAA D3,https://www.goucher.edu/
Greensboro College,Private,"Greensboro, North Carolina",USA South Athletic Conference,NCAA D3,https://www.greensboro.edu/
Greenville University,Private,"Greenville, Illinois",St. Louis Intercollegiate Athletic Conference,NCAA D3,https://www.greenville.edu/
Grinnell College,Private,"Grinnell, Iowa",Midwest Conference,NCAA D3,https://www.grinnell.edu/
